pts,elo_i,opp_pts,elo_n
117.00,1531.6072,99,1550.2181
99.00,1489.5686,117,1470.9576
106.00,1536.5034,119,1525.632
119.00,1667.9926,106,1678.864
114.00,1478.3903,122,1468.7783
122.00,1562.6334,114,1572.2454
135.00,1468.7783,142,1463.0718
142.00,1464.8087,135,1470.5153
89.00,1368.5862,100,1361.3649
100.00,1572.2454,89,1579.4667
125.00,1550.2181,127,1541.9004
127.00,1470.9576,125,1479.2754
96.00,1361.3649,116,1359.3285
116.00,1678.864,96,1680.9004
104.00,1470.5153,103,1474.6912
103.00,1579.4667,104,1575.2908
134.00,1525.632,102,1529.7457
102.00,1271.4351,134,1267.3213
141.00,1463.0718,108,1484.7197
108.00,1541.9004,141,1520.2524
102.00,1575.2908,117,1562.024
117.00,1479.2754,102,1492.5421
107.00,1680.9004,101,1685.9142
101.00,1474.6912,107,1469.6774
108.00,1469.6774,116,1467.6573
116.00,1685.9142,108,1687.9342
111.00,1562.024,121,1545.7913
121.00,1520.2524,111,1536.4852
117.00,1359.3285,131,1347.9938
131.00,1492.5421,117,1503.8768
121.00,1529.7457,111,1542.304
111.00,1484.7197,121,1472.1615
122.00,1503.8768,136,1487.6779
136.00,1536.4852,122,1552.6842
130.00,1687.9342,133,1675.4371
133.00,1487.6779,130,1500.1749
121.00,1267.3213,140,1266.1764
140.00,1675.4371,121,1676.582
138.00,1542.304,117,1566.1277
117.00,1545.7913,138,1521.9675
118.00,1347.9938,100,1369.479
100.00,1552.6842,118,1531.199
116.00,1467.6573,119,1464.0048
119.00,1472.1615,116,1475.8141
109.00,1475.8141,118,1468.9813
118.00,1464.0048,109,1470.8375
119.00,1566.1277,129,1557.7769
129.00,1521.9675,119,1530.3184
118.00,1266.1764,132,1264.0067
132.00,1531.199,118,1533.3687
119.00,1676.582,96,1689.9241
96.00,1500.1749,119,1486.8329
131.00,1530.3184,120,1537.7574
120.00,1533.3687,131,1525.9296
101.00,1264.0067,99,1270.8285
99.00,1468.9813,101,1462.1595
125.00,1537.7574,120,1542.2068
120.00,1525.9296,125,1521.4802
105.00,1369.479,122,1359.2019
122.00,1557.7769,105,1568.054
103.00,1689.9241,102,1690.8916
102.00,1486.8329,103,1485.8654
97.00,1359.2019,133,1349.4457
133.00,1470.8375,97,1480.5938
121.00,1521.4802,123,1518.5463
123.00,1542.2068,121,1545.1407
137.00,1462.1595,132,1475.0649
132.00,1568.054,137,1555.1486
123.00,1690.8916,111,1694.1886
111.00,1518.5463,123,1515.2493
133.00,1480.5938,107,1493.1765
107.00,1270.8285,133,1258.2457
128.00,1485.8654,123,1490.3353
123.00,1475.0649,128,1470.595
147.00,1555.1486,151,1546.0887
151.00,1545.1407,147,1554.2006
114.00,1554.2006,107,1563.8541
107.00,1493.1765,114,1483.5229
113.00,1258.2457,135,1255.6569
135.00,1546.0887,113,1548.6776
91.00,1349.4457,102,1345.3527
102.00,1470.595,91,1474.688
102.00,1515.2493,106,1510.6294
106.00,1694.1886,102,1698.8085
109.00,1255.6569,118,1251.4803
118.00,1548.6776,109,1552.8541
134.00,1490.3353,94,1499.2009
94.00,1345.3527,134,1336.4871
117.00,1251.4803,133,1243.9528
133.00,1499.2009,117,1506.7285
119.00,1474.688,132,1469.3281
132.00,1563.8541,119,1569.214
132.00,1552.8541,109,1573.0077
109.00,1483.5229,132,1463.3694
124.00,1336.4871,126,1332.8846
126.00,1510.6294,124,1514.2318
123.00,1698.8085,113,1702.574
113.00,1573.0077,123,1569.2422
113.00,1243.9528,112,1247.8317
112.00,1332.8846,113,1329.0057
136.00,1469.3281,137,1467.6528
137.00,1569.214,136,1570.8893
136.00,1506.7285,126,1521.4877
126.00,1514.2318,136,1499.4727
123.00,1702.574,108,1703.3091
108.00,1247.8317,123,1247.0966
103.00,1521.4877,107,1511.1625
107.00,1463.3694,103,1473.6946
125.00,1499.4727,136,1494.1709
136.00,1569.2422,125,1574.5439
97.00,1247.0966,94,1257.7723
94.00,1570.8893,97,1560.2135
120.00,1467.6528,108,1477.6897
108.00,1329.0057,120,1318.9689
113.00,1477.6897,130,1474.5979
130.00,1703.3091,113,1706.4009
112.00,1574.5439,110,1576.3811
110.00,1257.7723,112,1255.9352
110.00,1473.6946,121,1460.0394
121.00,1511.1625,110,1524.8176
123.00,1560.2135,128,1548.4904
128.00,1494.1709,123,1505.894
116.00,1460.0394,122,1451.9752
122.00,1548.4904,116,1556.5546
117.00,1706.4009,109,1708.7703
109.00,1318.9689,117,1316.5995
110.00,1524.8176,117,1514.8535
117.00,1576.3811,110,1586.3452
124.00,1505.894,111,1520.2933
111.00,1451.9752,124,1437.5759
101.00,1708.7703,104,1702.0657
104.00,1556.5546,101,1563.2592
111.00,1474.5979,128,1456.6971
128.00,1316.5995,111,1334.5002
98.00,1255.9352,102,1253.4111
102.00,1563.2592,98,1565.7832
102.00,1437.5759,117,1426.425
117.00,1586.3452,102,1597.4961
122.00,1702.0657,103,1703.5262
103.00,1334.5002,122,1333.0397
122.00,1703.5262,111,1704.526
111.00,1333.0397,122,1332.0399
134.00,1426.425,125,1443.5574
125.00,1514.8535,134,1497.7212
126.00,1456.6971,129,1451.292
129.00,1565.7832,126,1571.1884
118.00,1253.4111,97,1276.3114
97.00,1443.5574,118,1420.6571
127.00,1497.7212,141,1483.579
141.00,1571.1884,127,1585.3306
136.00,1332.0399,135,1338.7632
135.00,1597.4961,136,1590.7728
122.00,1520.2933,127,1515.2681
127.00,1704.526,122,1709.5513
117.00,1585.3306,129,1581.0736
129.00,1709.5513,117,1713.8082
101.00,1420.6571,108,1410.8276
108.00,1276.3114,101,1286.1409
111.00,1515.2681,118,1511.3298
118.00,1590.7728,111,1594.7111
118.00,1451.292,129,1437.4093
129.00,1483.579,118,1497.4617
142.00,1497.4617,117,1507.1385
117.00,1437.4093,142,1427.7324
121.00,1410.8276,93,1418.4181
93.00,1286.1409,121,1278.5504
111.00,1511.3298,119,1506.9578
119.00,1581.0736,111,1585.4457
119.00,1338.7632,131,1336.6954
131.00,1594.7111,119,1596.7788
117.00,1713.8082,109,1717.8417
109.00,1427.7324,117,1423.699
114.00,1506.9578,121,1497.8683
121.00,1585.4457,114,1594.5352
120.00,1423.699,103,1436.009
103.00,1278.5504,120,1266.2404
116.00,1507.1385,131,1483.4253
131.00,1418.4181,116,1442.1313
123.00,1596.7788,118,1606.5063
118.00,1594.5352,123,1584.8076
100.00,1717.8417,110,1695.4935
110.00,1336.6954,100,1359.0436
123.00,1359.0436,119,1371.1362
119.00,1483.4253,123,1471.3326
116.00,1695.4935,111,1702.8185
111.00,1606.5063,116,1599.1814
92.00,1266.2404,101,1263.4436
101.00,1436.009,92,1438.8058
109.00,1497.8683,108,1499.9513
108.00,1442.1313,109,1440.0483
110.00,1499.9513,106,1508.0177
106.00,1471.3326,110,1463.2662
139.00,1440.0483,145,1429.2493
145.00,1438.8058,139,1449.6049
114.00,1584.8076,111,1588.7759
111.00,1599.1814,114,1595.2131
136.00,1702.8185,99,1707.4219
99.00,1449.6049,136,1445.0015
127.00,1508.0177,102,1518.4374
102.00,1263.4436,127,1253.0239
104.00,1429.2493,110,1422.6649
110.00,1371.1362,104,1377.7206
111.00,1377.7206,122,1372.8159
122.00,1463.2662,111,1468.1709
112.00,1422.6649,103,1439.6465
103.00,1707.4219,112,1690.4403
123.00,1595.2131,124,1592.4415
124.00,1588.7759,123,1591.5475
124.00,1690.4403,103,1700.6588
103.00,1468.1709,124,1457.9524
138.00,1439.6465,135,1444.8087
135.00,1518.4374,138,1513.2751
134.00,1592.4415,116,1597.3739
116.00,1445.0015,134,1440.0691
115.00,1372.8159,111,1383.5095
111.00,1444.8087,115,1434.1151
102.00,1253.0239,120,1250.3833
120.00,1513.2751,102,1515.9158
123.00,1457.9524,113,1464.6403
113.00,1250.3833,123,1243.6954
118.00,1700.6588,95,1718.1261
95.00,1591.5475,118,1574.0802
123.00,1515.9158,116,1523.3533
116.00,1383.5095,123,1376.072
137.00,1440.0691,112,1463.4465
112.00,1597.3739,137,1573.9965
113.00,1464.6403,106,1469.7435
106.00,1243.6954,113,1238.5922
122.00,1434.1151,113,1441.4796
113.00,1463.4465,122,1456.082
129.00,1523.3533,120,1538.9399
120.00,1573.9965,129,1558.4098
90.00,1718.1261,103,1686.4945
103.00,1238.5922,90,1270.2238
110.00,1441.4796,113,1436.2323
113.00,1558.4098,110,1563.6571
122.00,1456.082,134,1450.8293
134.00,1538.9399,122,1544.1926
128.00,1563.6571,145,1549.3359
145.00,1469.7435,128,1484.0647
125.00,1484.0647,141,1480.687
141.00,1686.4945,125,1689.8722
99.00,1270.2238,102,1265.9104
102.00,1436.2323,99,1440.5457
126.00,1450.8293,128,1446.4366
128.00,1376.072,126,1380.4647
127.00,1544.1926,117,1564.9729
117.00,1689.8722,127,1669.0919
112.00,1440.5457,119,1430.2024
119.00,1480.687,112,1491.0303
117.00,1265.9104,135,1263.6001
135.00,1549.3359,117,1551.6462
107.00,1446.4366,108,1442.7961
108.00,1574.0802,107,1577.7207
145.00,1669.0919,136,1672.78
136.00,1551.6462,145,1547.9581
114.00,1442.7961,119,1439.0372
119.00,1491.0303,114,1494.7892
118.00,1430.2024,108,1442.4563
108.00,1577.7207,118,1565.4668
141.00,1564.9729,118,1569.7643
118.00,1380.4647,141,1375.6733
116.00,1442.4563,126,1436.4271
126.00,1672.78,116,1678.8092
121.00,1375.6733,129,1373.3345
129.00,1565.4668,121,1567.8057
130.00,1439.0372,136,1435.9762
136.00,1547.9581,130,1551.0192
118.00,1569.7643,111,1573.1416
111.00,1263.6001,118,1260.2228
151.00,1494.7892,133,1519.5339
133.00,1551.0192,151,1526.2744
128.00,1678.8092,103,1686.5254
103.00,1573.1416,128,1565.4254
114.00,1435.9762,113,1438.9691
113.00,1260.2228,114,1257.2299
136.00,1526.2744,125,1537.7003
125.00,1436.4271,136,1425.0012
107.00,1373.3345,108,1372.3197
108.00,1567.8057,107,1568.8204
125.00,1519.5339,124,1522.8552
124.00,1568.8204,125,1565.4991
107.00,1425.0012,123,1419.5428
123.00,1537.7003,107,1543.1587
112.00,1257.2299,116,1255.5272
116.00,1438.9691,112,1440.6718
107.00,1686.5254,101,1693.6685
101.00,1565.4254,107,1558.2823
124.00,1419.5428,120,1435.7172
120.00,1693.6685,124,1677.4941
111.00,1255.5272,112,1253.9358
112.00,1565.4991,111,1567.0906
132.00,1558.2823,139,1552.2916
139.00,1543.1587,132,1549.1494
124.00,1440.6718,113,1446.0103
113.00,1372.3197,124,1366.9812
131.00,1366.9812,94,1391.2733
94.00,1253.9358,131,1229.6437
115.00,1522.8552,106,1527.1566
106.00,1435.7172,115,1431.4158
103.00,1567.0906,118,1561.8014
118.00,1677.4941,103,1682.7833
109.00,1229.6437,103,1245.6525
103.00,1391.2733,109,1375.2645
115.00,1446.0103,107,1455.3004
107.00,1552.2916,115,1543.0015
135.00,1455.3004,123,1482.6781
123.00,1682.7833,135,1655.4056
122.00,1549.1494,108,1554.3834
108.00,1245.6525,122,1240.4185
111.00,1431.4158,102,1441.5681
102.00,1543.0015,111,1532.8491
123.00,1527.1566,136,1520.1796
136.00,1561.8014,123,1568.7784
117.00,1375.2645,102,1387.0536
102.00,1240.4185,117,1228.6294
101.00,1441.5681,100,1445.4813
100.00,1532.8491,101,1528.9359
112.00,1520.1796,116,1516.8074
116.00,1568.7784,112,1572.1506
129.00,1387.0536,121,1402.2665
121.00,1655.4056,129,1640.1927
110.00,1482.6781,136,1473.274
136.00,1554.3834,110,1563.7875
102.00,1228.6294,107,1225.7189
107.00,1528.9359,102,1531.8464
107.00,1402.2665,115,1397.3002
115.00,1445.4813,107,1450.4476
106.00,1640.1927,131,1622.652
131.00,1563.7875,106,1581.3282
129.00,1622.652,133,1612.771
133.00,1581.3282,129,1591.2092
131.00,1531.8464,139,1525.3834
139.00,1516.8074,131,1523.2704
109.00,1225.7189,124,1224.3081
124.00,1572.1506,109,1573.5614
110.00,1473.274,97,1480.6429
97.00,1450.4476,110,1443.0787
107.00,1573.5614,92,1574.9487
92.00,1224.3081,107,1222.9208
110.00,1591.2092,116,1580.642
116.00,1397.3002,110,1407.8674
121.00,1480.6429,131,1467.9862
131.00,1523.2704,121,1535.9271
122.00,1612.771,115,1614.9375
115.00,1222.9208,122,1220.7543
122.00,1443.0787,123,1439.4978
123.00,1574.9487,122,1578.5297
109.00,1407.8674,138,1399.7872
138.00,1525.3834,109,1533.4636
130.00,1614.9375,115,1622.5411
115.00,1578.5297,130,1570.926
130.00,1580.642,109,1589.8466
109.00,1535.9271,130,1526.7225
143.00,1622.5411,124,1629.229
124.00,1526.7225,143,1520.0347
112.00,1220.7543,96,1241.4001
96.00,1439.4978,112,1418.8519
116.00,1399.7872,129,1391.2559
129.00,1589.8466,116,1598.3779
101.00,1467.9862,135,1440.9045
135.00,1533.4636,101,1560.5453
109.00,1241.4001,116,1235.2156
116.00,1418.8519,109,1425.0365
121.00,1391.2559,110,1403.4581
110.00,1520.0347,121,1507.8324
124.00,1440.9045,127,1435.9156
127.00,1570.926,124,1575.9149
112.00,1598.3779,134,1584.6506
134.00,1560.5453,112,1574.2726
114.00,1403.4581,130,1400.4932
130.00,1629.229,114,1632.194
113.00,1235.2156,105,1253.2043
105.00,1575.9149,113,1557.9261
121.00,1425.0365,113,1431.384
113.00,1435.9156,121,1429.5681
128.00,1584.6506,117,1591.6581
117.00,1574.2726,128,1567.2651
127.00,1632.194,111,1636.0361
111.00,1253.2043,127,1249.3622
134.00,1557.9261,128,1567.1295
128.00,1507.8324,134,1498.629
123.00,1249.3622,127,1246.9716
127.00,1567.2651,123,1569.6558
118.00,1498.629,119,1491.8754
119.00,1431.384,118,1438.1377
112.00,1567.1295,116,1559.1832
116.00,1400.4932,112,1408.4395
114.00,1429.5681,129,1420.8486
129.00,1636.0361,114,1644.7556
113.00,1438.1377,107,1444.6074
107.00,1491.8754,113,1485.4056
109.00,1559.1832,113,1553.4554
113.00,1485.4056,109,1491.1334
120.00,1408.4395,136,1398.3566
136.00,1591.6581,120,1601.741
110.00,1644.7556,122,1634.163
122.00,1569.6558,110,1580.2484
124.00,1634.163,126,1626.793
126.00,1601.741,124,1609.111
111.00,1580.2484,120,1567.4215
120.00,1398.3566,111,1411.1835
126.00,1246.9716,111,1263.7577
111.00,1411.1835,126,1394.3973
134.00,1491.1334,118,1497.8853
118.00,1420.8486,134,1414.0968
106.00,1626.793,107,1623.8828
107.00,1609.111,106,1612.0211
115.00,1263.7577,148,1261.4937
148.00,1623.8828,115,1626.1469
121.00,1612.0211,111,1618.4122
111.00,1394.3973,121,1388.0062
129.00,1414.0968,109,1429.5134
109.00,1497.8853,129,1482.4686
116.00,1444.6074,132,1439.4265
132.00,1567.4215,116,1572.6024
117.00,1429.5134,113,1441.5944
113.00,1553.4554,117,1541.3745
138.00,1626.1469,117,1627.7401
117.00,1261.4937,138,1259.9004
152.00,1482.4686,132,1501.0724
132.00,1618.4122,152,1599.8085
125.00,1259.9004,121,1269.7773
121.00,1501.0724,125,1491.1954
110.00,1599.8085,119,1587.8207
119.00,1439.4265,110,1451.4143
107.00,1441.5944,130,1434.1016
130.00,1541.3745,107,1548.8673
112.00,1627.7401,125,1608.6781
125.00,1388.0062,112,1407.0682
126.00,1269.7773,121,1282.5914
121.00,1572.6024,126,1559.7883
104.00,1407.0682,127,1402.7074
127.00,1608.6781,104,1613.0389
106.00,1282.5914,132,1273.4377
132.00,1559.7883,106,1568.942
121.00,1548.8673,127,1541.2069
127.00,1451.4143,121,1459.0747
132.00,1491.1954,136,1488.5306
136.00,1587.8207,132,1590.4855
136.00,1568.942,127,1573.0667
127.00,1273.4377,136,1269.3131
123.00,1459.0747,113,1474.7754
113.00,1488.5306,123,1472.83
128.00,1541.2069,121,1548.4677
121.00,1402.7074,128,1395.4467
121.00,1590.4855,128,1580.2579
128.00,1434.1016,121,1444.3291
121.00,1269.3131,138,1259.701
138.00,1472.83,121,1482.442
119.00,1474.7754,112,1479.6603
112.00,1444.3291,119,1439.4442
99.00,1613.0389,125,1595.8131
125.00,1548.4677,99,1565.6935
141.00,1573.0667,126,1576.7737
126.00,1395.4467,141,1391.7396
107.00,1259.701,112,1257.0771
112.00,1580.2579,107,1582.8818
129.00,1482.442,109,1491.411
109.00,1439.4442,129,1430.4752
115.00,1595.8131,96,1615.8802
96.00,1565.6935,115,1545.6263
110.00,1391.7396,103,1399.7823
103.00,1479.6603,110,1471.6176
153.00,1491.411,125,1503.2714
125.00,1257.0771,153,1245.2168
126.00,1471.6176,123,1478.4689
123.00,1430.4752,126,1423.6239
150.00,1576.7737,109,1595.6194
109.00,1582.8818,150,1564.0361
106.00,1595.6194,134,1582.9634
134.00,1615.8802,106,1628.5363
116.00,1399.7823,118,1398.2042
118.00,1545.6263,116,1547.2045
121.00,1423.6239,139,1418.5048
139.00,1564.0361,121,1569.1553
107.00,1582.9634,121,1576.0062
121.00,1628.5363,107,1635.4934
124.00,1547.2045,117,1550.6543
117.00,1245.2168,124,1241.767
120.00,1478.4689,134,1461.8674
134.00,1503.2714,120,1519.8728
118.00,1418.5048,130,1410.0322
130.00,1398.2042,118,1406.6768
119.00,1410.0322,129,1396.9258
129.00,1241.767,119,1254.8734
118.00,1519.8728,114,1524.687
114.00,1550.6543,118,1545.8401
117.00,1406.6768,120,1402.4231
120.00,1576.0062,117,1580.2599
86.00,1569.1553,109,1548.7935
109.00,1635.4934,86,1655.8552
105.00,1254.8734,108,1253.9559
108.00,1524.687,105,1525.6045
99.00,1461.8674,128,1452.2905
128.00,1545.8401,99,1555.417
149.00,1402.4231,135,1428.2156
135.00,1548.7935,149,1523.001
110.00,1655.8552,106,1662.7578
106.00,1580.2599,110,1573.3573
100.00,1253.9559,115,1252.9849
115.00,1662.7578,100,1663.7289
107.00,1555.417,100,1558.847
100.00,1452.2905,107,1448.8605
130.00,1573.3573,120,1582.0791
120.00,1428.2156,130,1419.4938
147.00,1523.001,137,1532.4049
137.00,1396.9258,147,1387.5219
128.00,1532.4049,119,1536.8744
119.00,1252.9849,128,1248.5154
123.00,1525.6045,129,1518.9208
129.00,1663.7289,123,1670.4126
119.00,1419.4938,109,1435.1907
109.00,1448.8605,119,1433.1636
108.00,1518.9208,137,1508.3135
137.00,1582.0791,108,1592.6864
120.00,1508.3135,112,1512.5712
112.00,1433.1636,120,1428.9059
169.00,1536.8744,147,1554.2762
147.00,1435.1907,169,1417.7888
138.00,1387.5219,120,1413.9731
120.00,1670.4126,138,1643.9613
119.00,1248.5154,126,1244.3506
126.00,1512.5712,119,1516.736
128.00,1592.6864,114,1602.7021
114.00,1428.9059,128,1418.8901
134.00,1413.9731,125,1425.3662
125.00,1558.847,134,1547.454
120.00,1425.3662,123,1424.1387
123.00,1643.9613,120,1645.1888
116.00,1244.3506,133,1233.4484
133.00,1418.8901,116,1429.7924
129.00,1554.2762,128,1557.7926
128.00,1417.7888,129,1414.2725
115.00,1602.7021,124,1586.9277
124.00,1547.454,115,1563.2284
113.00,1414.2725,106,1427.0516
106.00,1645.1888,113,1632.4097
153.00,1632.4097,102,1647.6541
102.00,1557.7926,153,1542.5482
119.00,1429.7924,112,1435.3322
112.00,1427.0516,119,1421.5118
129.00,1586.9277,126,1588.5957
126.00,1424.1387,129,1422.4707
108.00,1647.6541,102,1649.3942
102.00,1233.4484,108,1231.7083
120.00,1231.7083,124,1227.3182
124.00,1422.4707,120,1426.8607
111.00,1435.3322,130,1425.438
130.00,1649.3942,111,1659.2883
100.00,1563.2284,122,1542.949
122.00,1421.5118,100,1441.7913
116.00,1441.7913,128,1424.908
128.00,1227.3182,116,1244.2015
116.00,1426.8607,110,1434.3079
110.00,1516.736,116,1509.2888
111.00,1425.438,128,1421.0767
128.00,1588.5957,111,1592.957
105.00,1542.949,119,1538.0479
119.00,1659.2883,105,1664.1895
126.00,1434.3079,123,1437.8202
123.00,1421.0767,126,1417.5643
130.00,1542.5482,148,1534.4968
148.00,1592.957,130,1601.0084
121.00,1417.5643,116,1422.8285
116.00,1244.2015,121,1238.9374
106.00,1424.908,119,1420.1614
119.00,1538.0479,106,1542.7944
142.00,1664.1895,110,1675.5839
110.00,1601.0084,142,1589.614
111.00,1509.2888,120,1503.7166
120.00,1542.7944,111,1548.3667
124.00,1238.9374,118,1256.1772
118.00,1437.8202,124,1420.5803
115.00,1256.1772,119,1253.2574
119.00,1534.4968,115,1537.4166
136.00,1503.7166,134,1505.8901
134.00,1420.1614,136,1417.9878
102.00,1589.614,105,1582.5863
105.00,1422.8285,102,1429.8562
115.00,1420.5803,125,1416.8536
125.00,1548.3667,115,1552.0934
123.00,1429.8562,122,1433.549
122.00,1505.8901,123,1502.1974
110.00,1537.4166,103,1544.2145
103.00,1582.5863,110,1575.7885
129.00,1502.1974,107,1510.6744
107.00,1433.549,129,1425.0719
118.00,1425.0719,107,1435.5071
107.00,1510.6744,118,1500.2393
82.00,1575.7885,97,1555.3003
97.00,1544.2145,82,1564.7026
100.00,1564.7026,101,1558.9226
101.00,1555.3003,100,1561.0803
112.00,1435.5071,111,1442.218
111.00,1500.2393,112,1493.5283
106.00,1561.0803,99,1566.6344
99.00,1558.9226,106,1553.3685
121.00,1553.3685,104,1563.7156
104.00,1566.6344,121,1556.2874
89.00,1563.7156,117,1555.6058
117.00,1675.5839,89,1683.6936
132.00,1552.0934,108,1559.4291
108.00,1442.218,132,1434.8823
112.00,1434.8823,127,1429.9652
127.00,1559.4291,112,1564.3462
106.00,1429.9652,111,1423.7917
111.00,1564.3462,106,1570.5197
106.00,1683.6936,113,1674.3932
113.00,1555.6058,106,1564.9063
129.00,1674.3932,114,1679.7073
114.00,1564.9063,129,1559.5922
117.00,1570.5197,118,1565.7594
118.00,1423.7917,117,1428.552
125.00,1565.7594,132,1549.2159
132.00,1428.552,125,1445.0955
110.00,1559.5922,106,1566.3917
106.00,1679.7073,110,1672.9077
119.00,1672.9077,104,1678.3031
104.00,1566.3917,119,1560.9963
123.00,1549.2159,117,1556.8319
117.00,1445.0955,123,1437.4795
99.00,1678.3031,109,1667.2561
109.00,1560.9963,99,1572.0433
109.00,1667.2561,107,1669.3065
107.00,1572.0433,109,1569.9929
122.00,1669.3065,108,1674.306
108.00,1556.8319,122,1551.8324
122.00,1674.306,129,1658.2882
129.00,1551.8324,122,1567.8502
117.00,1567.8502,115,1572.5134
115.00,1658.2882,117,1653.625
103.00,1572.5134,115,1560.057
115.00,1653.625,103,1666.0814
121.00,1666.0814,126,1653.1722
126.00,1560.057,121,1572.9662
105.00,1572.9662,119,1559.1538
119.00,1653.1722,105,1666.9846
110.00,1666.9846,107,1669.21
107.00,1559.1538,110,1556.9285
122.00,1543.9463,106,1558.5477
106.00,1454.3596,122,1439.7582
119.00,1316.1931,121,1314.4192
121.00,1439.7408,119,1441.5148
116.00,1441.5148,105,1453.2251
105.00,1558.5477,116,1546.8374
149.00,1628.1575,116,1634.7068
116.00,1453.2251,149,1446.6758
113.00,1314.4192,109,1322.7554
109.00,1496.3962,113,1488.0601
111.00,1439.7582,120,1433.2452
120.00,1438.8903,111,1445.4032
102.00,1546.8374,108,1541.606
108.00,1543.4656,102,1548.697
109.00,1322.7554,110,1319.0438
110.00,1445.4032,109,1449.1147
115.00,1541.606,116,1538.2268
116.00,1488.0601,115,1491.4392
123.00,1548.697,119,1554.9745
119.00,1446.6758,123,1440.3983
113.00,1433.2452,140,1425.6891
140.00,1553.7446,113,1561.3008
118.00,1319.0438,107,1335.2347
107.00,1538.2268,118,1522.0359
114.00,1491.4392,121,1484.7203
121.00,1449.1147,114,1455.8336
102.00,1455.8336,118,1447.6113
118.00,1484.7203,102,1492.9426
133.00,1634.7068,108,1647.8102
108.00,1440.3983,133,1427.2949
131.00,1425.6891,132,1424.2958
132.00,1561.3008,131,1562.6941
112.00,1335.2347,130,1331.912
130.00,1554.9745,112,1558.2972
118.00,1647.8102,98,1654.9631
98.00,1558.2972,118,1551.1443
126.00,1331.912,129,1328.6709
129.00,1562.6941,126,1565.9352
118.00,1424.2958,134,1418.4054
134.00,1522.0359,118,1527.9263
115.00,1447.6113,109,1452.3156
109.00,1427.2949,115,1422.5907
131.00,1492.9426,130,1496.5922
130.00,1565.9352,131,1562.2856
106.00,1422.5907,125,1417.2573
125.00,1562.2856,106,1567.619
97.00,1654.9631,98,1649.2952
98.00,1452.3156,97,1457.9835
115.00,1649.2952,100,1657.0967
100.00,1418.4054,115,1410.6039
115.00,1527.9263,95,1534.3527
95.00,1417.2573,115,1410.8309
126.00,1551.1443,108,1566.76
108.00,1457.9835,126,1442.3678
107.00,1657.0967,97,1660.811
97.00,1328.6709,107,1324.9565
143.00,1567.619,121,1573.014
121.00,1410.8309,143,1405.4359
125.00,1660.811,114,1662.833
114.00,1410.6039,125,1408.5819
127.00,1534.3527,115,1543.5065
115.00,1573.014,127,1563.8602
114.00,1442.3678,109,1445.0347
109.00,1324.9565,114,1322.2897
111.00,1496.5922,130,1488.9958
130.00,1566.76,111,1574.3563
125.00,1543.5065,106,1548.8857
106.00,1405.4359,125,1400.0566
106.00,1662.833,105,1665.8503
105.00,1488.9958,106,1485.9785
108.00,1563.8602,132,1536.8024
132.00,1548.8857,108,1575.9436
112.00,1445.0347,122,1428.663
122.00,1400.0566,112,1416.4283
116.00,1408.5819,114,1413.0197
114.00,1485.9785,116,1481.5408
133.00,1575.9436,120,1597.5858
120.00,1665.8503,133,1644.2081
119.00,1416.4283,122,1410.1017
122.00,1481.5408,119,1487.8674
126.00,1322.2897,134,1320.2501
134.00,1536.8024,126,1538.8419
101.00,1574.3563,93,1577.324
93.00,1428.663,101,1425.6953
135.00,1487.8674,124,1493.0388
124.00,1413.0197,135,1407.8483
108.00,1320.2501,113,1318.705
113.00,1538.8419,108,1540.3871
97.00,1425.6953,96,1430.8588
96.00,1597.5858,97,1592.4224
117.00,1644.2081,98,1647.3889
98.00,1410.1017,117,1406.9209
109.00,1318.705,105,1334.8678
105.00,1592.4224,109,1576.2595
100.00,1407.8483,117,1399.0466
117.00,1430.8588,100,1439.6604
137.00,1647.3889,126,1650.826
126.00,1493.0388,137,1489.6017
109.00,1399.0466,127,1392.4303
127.00,1489.6017,109,1496.218
107.00,1576.2595,84,1579.748
84.00,1334.8678,107,1331.3793
102.00,1406.9209,116,1399.9086
116.00,1650.826,102,1657.8384
132.00,1439.6604,100,1462.6406
100.00,1540.3871,132,1517.4069
125.00,1496.218,120,1502.7739
120.00,1577.324,125,1570.7681
123.00,1392.4303,115,1402.3596
115.00,1517.4069,123,1507.4775
95.00,1331.3793,92,1336.34
92.00,1399.9086,95,1394.9479
98.00,1579.748,120,1554.7383
120.00,1570.7681,98,1595.7778
111.00,1462.6406,120,1457.2385
120.00,1502.7739,111,1508.176
111.00,1394.9479,127,1381.5305
127.00,1507.4775,111,1520.8949
105.00,1657.8384,113,1649.985
113.00,1595.7778,105,1603.6312
109.00,1520.8949,127,1515.4624
127.00,1649.985,109,1655.4175
110.00,1554.7383,109,1557.2188
109.00,1336.34,110,1333.8595
113.00,1381.5305,121,1376.02
121.00,1402.3596,113,1407.8701
113.00,1457.2385,107,1466.3353
107.00,1603.6312,113,1594.5344
110.00,1594.5344,107,1597.3478
107.00,1333.8595,110,1331.0461
120.00,1515.4624,132,1507.4537
132.00,1508.176,120,1516.1847
98.00,1407.8701,116,1395.2853
116.00,1557.2188,98,1569.8036
113.00,1655.4175,106,1656.4219
106.00,1331.0461,113,1330.0417
103.00,1376.02,95,1384.7784
95.00,1466.3353,103,1457.5769
106.00,1457.5769,115,1455.1914
115.00,1656.4219,106,1658.8074
108.00,1330.0417,137,1305.0394
137.00,1384.7784,108,1409.7808
122.00,1597.3478,120,1600.5392
120.00,1395.2853,122,1392.0939
143.00,1516.1847,139,1524.7593
