pts,elo_i,opp_pts,elo_n
139.00,1507.4537,143,1498.8792
120.00,1658.8074,130,1641.8585
130.00,1600.5392,120,1617.488
134.00,1569.8036,110,1579.902
110.00,1524.7593,134,1514.6609
106.00,1455.1914,91,1461.8877
91.00,1392.0939,106,1385.3976
116.00,1641.8585,104,1643.1493
104.00,1305.0394,116,1303.7487
121.00,1461.8877,93,1484.5168
93.00,1385.3976,121,1362.7684
110.00,1617.488,116,1606.4839
116.00,1409.7808,110,1420.7849
124.00,1498.8792,129,1491.3434
129.00,1579.902,124,1587.4377
103.00,1362.7684,104,1359.3143
104.00,1303.7487,103,1307.2028
129.00,1587.4377,123,1591.1064
123.00,1514.6609,129,1510.9922
97.00,1484.5168,95,1490.4341
95.00,1643.1493,97,1637.2321
137.00,1606.4839,126,1609.3849
126.00,1420.7849,137,1417.8839
128.00,1510.9922,115,1527.0623
115.00,1491.3434,128,1475.2733
106.00,1307.2028,128,1304.5541
128.00,1591.1064,106,1593.7551
125.00,1637.2321,115,1638.8572
115.00,1359.3143,125,1357.6892
139.00,1527.0623,129,1537.092
129.00,1417.8839,139,1407.8541
115.00,1304.5541,107,1323.7024
107.00,1475.2733,115,1456.125
105.00,1609.3849,120,1594.9692
120.00,1490.4341,105,1504.8497
143.00,1357.6892,101,1380.7983
101.00,1407.8541,143,1384.745
116.00,1593.7551,110,1597.1422
110.00,1504.8497,116,1501.4626
112.00,1594.9692,85,1604.6527
85.00,1323.7024,112,1314.0189
128.00,1501.4626,121,1511.6329
121.00,1456.125,128,1445.9547
117.00,1604.6527,130,1593.8217
130.00,1537.092,117,1547.9231
129.00,1638.8572,110,1647.4299
110.00,1593.8217,129,1585.2489
121.00,1314.0189,131,1308.0892
131.00,1547.9231,121,1553.8528
117.00,1380.7983,115,1384.0756
115.00,1384.745,117,1381.4678
110.00,1597.1422,97,1602.6008
97.00,1511.6329,110,1506.1743
128.00,1647.4299,127,1651.5679
127.00,1553.8528,128,1549.7148
116.00,1445.9547,122,1437.0573
122.00,1506.1743,116,1515.0718
129.00,1585.2489,130,1579.6053
130.00,1384.0756,129,1389.7191
132.00,1602.6008,112,1612.5287
112.00,1381.4678,132,1371.5399
102.00,1308.0892,104,1306.9573
104.00,1515.0718,102,1516.2037
117.00,1306.9573,133,1291.0189
133.00,1371.5399,117,1387.4783
106.00,1651.5679,93,1657.699
93.00,1389.7191,106,1383.588
106.00,1291.0189,93,1309.3397
93.00,1516.2037,106,1497.8829
96.00,1549.7148,99,1538.1263
99.00,1387.4783,96,1399.0668
126.00,1657.699,112,1664.6694
112.00,1612.5287,126,1605.5582
129.00,1309.3397,149,1301.4722
149.00,1579.6053,129,1587.4729
116.00,1437.0573,123,1430.0262
123.00,1383.588,116,1390.619
128.00,1538.1263,131,1531.8496
131.00,1605.5582,128,1611.835
87.00,1399.0668,78,1405.3152
78.00,1390.619,87,1384.3706
129.00,1430.0262,145,1423.1938
145.00,1497.8829,129,1504.7153
102.00,1587.4729,97,1593.9313
97.00,1664.6694,102,1658.2111
102.00,1423.1938,110,1413.3771
110.00,1301.4722,102,1311.2889
119.00,1504.7153,123,1497.9103
123.00,1384.3706,119,1391.1757
114.00,1611.835,117,1603.6442
117.00,1593.9313,114,1602.1221
109.00,1391.1757,100,1401.6407
100.00,1311.2889,109,1300.8239
121.00,1531.8496,124,1525.6666
124.00,1603.6442,121,1609.8271
95.00,1405.3152,87,1419.9395
87.00,1658.2111,95,1643.5868
124.00,1602.1221,136,1586.4651
136.00,1413.3771,124,1429.0341
98.00,1497.9103,111,1493.905
111.00,1643.5868,98,1647.592
102.00,1525.6666,105,1517.3153
105.00,1300.8239,102,1309.1752
106.00,1419.9395,115,1412.9126
115.00,1401.6407,106,1408.6676
126.00,1609.8271,120,1614.4663
120.00,1586.4651,126,1581.8259
103.00,1647.592,93,1649.6239
93.00,1408.6676,103,1406.6357
142.00,1517.3153,123,1527.4769
123.00,1309.1752,142,1299.0135
120.00,1614.4663,118,1617.8988
118.00,1429.0341,120,1425.6016
124.00,1527.4769,120,1539.5098
120.00,1649.6239,124,1637.5911
101.00,1412.9126,142,1383.9669
142.00,1299.0135,101,1327.9592
94.00,1406.6357,112,1390.6849
112.00,1493.905,94,1509.8558
104.00,1425.6016,113,1423.1283
113.00,1617.8988,104,1620.3721
110.00,1327.9592,106,1333.4441
106.00,1390.6849,110,1385.2001
144.00,1581.8259,137,1588.5166
137.00,1423.1283,144,1416.4376
108.00,1383.9669,115,1380.9158
115.00,1509.8558,108,1512.907
121.00,1620.3721,114,1625.2251
114.00,1588.5166,121,1583.6636
110.00,1385.2001,113,1380.5599
113.00,1333.4441,110,1338.0842
102.00,1539.5098,103,1534.5605
103.00,1380.9158,102,1385.865
110.00,1512.907,130,1496.7389
130.00,1416.4376,110,1432.6057
120.00,1583.6636,129,1575.671
129.00,1534.5605,120,1542.5531
113.00,1338.0842,115,1335.432
115.00,1380.5599,113,1383.2122
106.00,1496.7389,135,1489.1056
135.00,1625.2251,106,1632.8584
129.00,1542.5531,116,1545.4213
116.00,1335.432,129,1332.5638
113.00,1383.2122,122,1371.6003
122.00,1432.6057,113,1444.2175
105.00,1489.1056,100,1503.1399
100.00,1632.8584,105,1618.8241
120.00,1385.865,106,1417.4856
106.00,1637.5911,120,1605.9705
122.00,1371.6003,110,1385.9579
110.00,1332.5638,122,1318.2063
118.00,1575.671,123,1562.004
123.00,1444.2175,118,1457.8845
120.00,1385.9579,131,1382.6135
131.00,1545.4213,120,1548.7656
123.00,1562.004,111,1571.8082
111.00,1417.4856,123,1407.6814
94.00,1457.8845,91,1462.4036
91.00,1503.1399,94,1498.6208
113.00,1462.4036,116,1460.5555
116.00,1605.9705,113,1607.8185
116.00,1318.2063,123,1308.663
123.00,1382.6135,116,1392.1569
106.00,1498.6208,104,1503.8174
104.00,1618.8241,106,1613.6276
102.00,1460.5555,108,1458.049
108.00,1607.8185,102,1610.3251
128.00,1571.8082,92,1579.2108
92.00,1407.6814,128,1400.2788
113.00,1548.7656,121,1538.3661
121.00,1610.3251,113,1620.7246
124.00,1458.049,117,1467.1272
117.00,1579.2108,124,1570.1326
104.00,1538.3661,108,1528.7911
108.00,1308.663,104,1318.2379
109.00,1400.2788,114,1392.3621
114.00,1467.1272,109,1475.0439
100.00,1620.7246,102,1615.5884
102.00,1503.8174,100,1508.9536
132.00,1613.6276,123,1625.4658
123.00,1570.1326,132,1558.2943
100.00,1318.2379,107,1312.397
107.00,1508.9536,100,1514.7946
135.00,1625.4658,130,1629.4982
130.00,1392.1569,135,1388.1245
106.00,1392.3621,112,1389.7079
112.00,1528.7911,106,1531.4453
118.00,1531.4453,138,1512.3722
138.00,1388.1245,118,1407.1976
120.00,1475.0439,135,1463.5183
135.00,1615.5884,120,1627.114
95.00,1514.7946,120,1504.3219
120.00,1558.2943,95,1568.767
115.00,1568.767,123,1556.9065
123.00,1389.7079,115,1401.5684
130.00,1512.3722,129,1514.5248
129.00,1463.5183,130,1461.3657
121.00,1504.3219,100,1521.4491
100.00,1407.1976,121,1390.0704
125.00,1629.4982,123,1632.6849
123.00,1627.114,125,1623.9272
129.00,1401.5684,108,1408.9817
108.00,1312.397,129,1304.9836
126.00,1304.9836,127,1301.7383
127.00,1461.3657,126,1464.6111
117.00,1514.5248,136,1495.2296
136.00,1556.9065,117,1576.2017
90.00,1521.4491,92,1516.0464
92.00,1390.0704,90,1395.4731
104.00,1623.9272,106,1620.8298
106.00,1632.6849,104,1635.7823
120.00,1635.7823,119,1639.2423
119.00,1495.2296,120,1491.7697
102.00,1408.9817,103,1403.1333
103.00,1395.4731,102,1401.3215
103.00,1464.6111,114,1458.8185
114.00,1516.0464,103,1521.839
114.00,1576.2017,102,1578.0607
102.00,1301.7383,114,1299.8793
116.00,1491.7697,119,1485.8942
119.00,1578.0607,116,1583.9362
93.00,1403.1333,109,1393.6873
109.00,1401.3215,93,1410.7676
112.00,1458.8185,118,1452.7523
118.00,1620.8298,112,1626.896
99.00,1639.2423,96,1644.4802
96.00,1521.839,99,1516.6011
123.00,1626.896,131,1609.4342
131.00,1299.8793,123,1317.3411
115.00,1410.7676,123,1405.5751
123.00,1644.4802,115,1649.6727
95.00,1393.6873,110,1381.3368
110.00,1516.6011,95,1528.9515
116.00,1485.8942,112,1497.2821
112.00,1583.9362,116,1572.5482
130.00,1497.2821,121,1507.4552
121.00,1609.4342,130,1599.2611
134.00,1599.2611,117,1607.9142
117.00,1572.5482,134,1563.8951
116.00,1405.5751,112,1408.3545
112.00,1317.3411,116,1314.5616
129.00,1452.7523,134,1447.9974
134.00,1649.6727,129,1654.4276
97.00,1381.3368,130,1360.6794
130.00,1314.5616,97,1335.219
115.00,1563.8951,146,1536.7457
146.00,1408.3545,115,1435.5039
119.00,1654.4276,114,1656.0813
114.00,1447.9974,119,1446.3438
115.00,1528.9515,109,1533.6305
109.00,1507.4552,115,1502.7762
143.00,1607.9142,99,1612.5972
99.00,1335.219,143,1330.536
105.00,1533.6305,104,1538.7495
104.00,1502.7762,105,1497.6572
102.00,1360.6794,108,1359.5853
108.00,1656.0813,102,1657.1754
114.00,1435.5039,148,1425.6409
148.00,1536.7457,114,1546.6088
142.00,1446.3438,134,1450.3635
134.00,1359.5853,142,1355.5656
110.00,1612.5972,93,1614.8367
93.00,1330.536,110,1328.2965
113.00,1355.5656,100,1377.4607
100.00,1450.3635,113,1428.4684
122.00,1614.8367,114,1618.2815
114.00,1497.6572,122,1494.2124
108.00,1328.2965,116,1325.0544
116.00,1657.1754,108,1660.4175
114.00,1494.2124,108,1497.1528
108.00,1377.4607,114,1374.5203
116.00,1538.7495,114,1540.6489
114.00,1428.4684,116,1426.569
148.00,1618.2815,149,1614.6506
149.00,1546.6088,148,1550.2396
121.00,1660.4175,133,1650.9919
133.00,1614.6506,121,1624.0762
93.00,1497.1528,113,1476.2136
113.00,1325.0544,93,1345.9937
115.00,1426.569,116,1425.0107
116.00,1540.6489,115,1542.2072
94.00,1425.6409,124,1421.0187
124.00,1650.9919,94,1655.6141
124.00,1624.0762,100,1633.9607
100.00,1374.5203,124,1364.6357
107.00,1425.0107,115,1412.2289
115.00,1421.0187,107,1433.8005
93.00,1550.2396,113,1538.929
113.00,1542.2072,93,1553.5178
104.00,1345.9937,94,1360.134
94.00,1538.929,104,1524.7886
138.00,1476.2136,133,1484.807
133.00,1633.9607,138,1625.3673
123.00,1655.6141,119,1656.9779
119.00,1433.8005,123,1432.4368
111.00,1625.3673,109,1627.6702
109.00,1553.5178,111,1551.215
114.00,1432.4368,138,1404.9762
138.00,1412.2289,114,1439.6895
113.00,1627.6702,98,1633.9432
98.00,1551.215,113,1544.9419
113.00,1404.9762,111,1410.8269
111.00,1360.134,113,1354.2833
114.00,1524.7886,122,1521.6022
122.00,1656.9779,114,1660.1643
112.00,1364.6357,114,1360.1564
114.00,1484.807,112,1489.2864
142.00,1489.2864,116,1496.1051
116.00,1354.2833,142,1347.4646
116.00,1521.6022,110,1529.8566
110.00,1439.6895,116,1431.4351
123.00,1633.9432,110,1635.9084
110.00,1360.1564,123,1358.1912
126.00,1347.4646,143,1335.3268
143.00,1496.1051,126,1508.2429
110.00,1431.4351,119,1421.6447
119.00,1529.8566,110,1539.647
101.00,1544.9419,105,1538.9672
105.00,1660.1643,101,1666.139
100.00,1635.9084,99,1636.4633
99.00,1335.3268,100,1334.772
123.00,1421.6447,103,1440.2866
103.00,1358.1912,123,1339.5492
123.00,1538.9672,105,1549.1495
105.00,1539.647,123,1529.4646
111.00,1440.2866,125,1437.0878
125.00,1636.4633,111,1639.6621
115.00,1339.5492,116,1339.0729
116.00,1666.139,115,1666.6154
125.00,1508.2429,128,1506.2729
128.00,1639.6621,125,1641.6321
101.00,1339.0729,116,1329.927
116.00,1334.772,101,1343.9178
122.00,1410.8269,127,1407.2012
127.00,1666.6154,122,1670.2411
112.00,1529.4646,100,1537.9149
100.00,1549.1495,112,1540.6992
125.00,1537.9149,111,1561.3827
111.00,1641.6321,125,1618.1643
111.00,1343.9178,119,1337.7794
119.00,1540.6992,111,1546.8376
126.00,1506.2729,133,1492.1475
133.00,1437.0878,126,1451.2133
109.00,1407.2012,119,1402.0383
119.00,1670.2411,109,1675.4039
113.00,1492.1475,117,1485.0908
117.00,1561.3827,113,1568.4393
97.00,1546.8376,103,1539.8978
103.00,1675.4039,97,1682.3438
137.00,1618.1643,128,1620.3313
128.00,1402.0383,137,1399.8713
95.00,1682.3438,122,1641.1947
122.00,1329.927,95,1371.076
108.00,1451.2133,110,1442.1984
110.00,1337.7794,108,1346.7943
115.00,1568.4393,125,1550.3964
125.00,1485.0908,115,1503.1338
107.00,1346.7943,109,1341.8805
109.00,1442.1984,107,1447.1122
96.00,1503.1338,106,1493.4034
106.00,1620.3313,96,1630.0616
120.00,1539.8978,105,1551.4473
105.00,1399.8713,120,1388.3219
100.00,1371.076,120,1359.1299
120.00,1550.3964,100,1562.3425
116.00,1388.3219,117,1383.6488
117.00,1447.1122,116,1451.7853
105.00,1341.8805,107,1341.2123
107.00,1641.1947,105,1641.8629
126.00,1562.3425,109,1575.2983
109.00,1630.0616,126,1617.1057
129.00,1451.7853,134,1447.9069
134.00,1493.4034,129,1497.2819
135.00,1383.6488,162,1369.6398
162.00,1575.2983,135,1589.3074
94.00,1641.8629,91,1642.63
91.00,1341.2123,94,1340.4452
129.00,1617.1057,97,1628.7903
97.00,1359.1299,129,1347.4453
112.00,1551.4473,116,1541.2268
116.00,1497.2819,112,1507.5023
118.00,1628.7903,112,1630.8818
112.00,1447.9069,118,1445.8153
106.00,1340.4452,107,1338.7893
107.00,1642.63,106,1644.2859
122.00,1589.3074,116,1593.5641
116.00,1347.4453,122,1343.1886
129.00,1630.8818,123,1632.0261
123.00,1343.1886,129,1342.0443
107.00,1644.2859,124,1627.6025
124.00,1507.5023,107,1524.1857
102.00,1369.6398,95,1387.4135
95.00,1541.2268,102,1523.4531
139.00,1593.5641,115,1599.585
115.00,1445.8153,139,1439.7944
93.00,1627.6025,120,1614.3611
120.00,1632.0261,93,1645.2676
120.00,1387.4135,115,1393.2692
115.00,1439.7944,120,1433.9387
128.00,1523.4531,100,1542.4619
100.00,1599.585,128,1580.5762
134.00,1614.3611,128,1626.1069
128.00,1645.2676,134,1633.5217
122.00,1580.5762,124,1576.4902
124.00,1524.1857,122,1528.2716
102.00,1342.0443,103,1339.3552
103.00,1542.4619,102,1545.151
132.00,1433.9387,134,1426.4028
134.00,1393.2692,132,1400.8051
128.00,1626.1069,111,1629.2042
111.00,1400.8051,128,1397.7078
123.00,1339.3552,113,1354.0416
113.00,1545.151,123,1530.4646
136.00,1576.4902,117,1579.6069
117.00,1338.7893,136,1335.6726
123.00,1633.5217,114,1638.5819
114.00,1579.6069,123,1574.5468
135.00,1354.0416,131,1362.369
131.00,1335.6726,135,1327.3452
96.00,1528.2716,99,1520.5427
99.00,1530.4646,96,1538.1935
99.00,1397.7078,110,1387.6036
110.00,1520.5427,99,1530.6469
122.00,1426.4028,118,1440.6093
118.00,1629.2042,122,1614.9978
114.00,1638.5819,94,1654.9387
94.00,1538.1935,114,1521.8367
110.00,1654.9387,107,1656.9484
107.00,1327.3452,110,1325.3356
109.00,1530.6469,98,1539.062
98.00,1362.369,109,1353.9539
124.00,1387.6036,143,1383.4672
143.00,1574.5468,124,1578.6832
126.00,1539.062,129,1536.9486
129.00,1656.9484,126,1659.0618
118.00,1578.6832,110,1583.416
110.00,1325.3356,118,1320.6028
121.00,1383.4672,112,1395.8472
112.00,1353.9539,121,1341.5739
111.00,1440.6093,109,1446.8303
109.00,1614.9978,111,1608.7767
113.00,1395.8472,117,1392.7035
117.00,1659.0618,113,1662.2054
128.00,1583.416,109,1591.9308
109.00,1536.9486,128,1528.4338
108.00,1320.6028,91,1345.3286
91.00,1591.9308,108,1567.205
115.00,1528.4338,96,1532.5723
96.00,1341.5739,115,1337.4354
118.00,1446.8303,135,1437.7168
135.00,1662.2054,118,1671.319
117.00,1567.205,126,1554.6681
126.00,1392.7035,117,1405.2404
113.00,1608.7767,105,1616.6451
105.00,1671.319,113,1663.4506
93.00,1437.7168,106,1425.4513
106.00,1337.4354,93,1349.7009
115.00,1521.8367,98,1525.8942
98.00,1345.3286,115,1341.2711
92.00,1425.4513,88,1432.1482
88.00,1341.2711,92,1334.5742
105.00,1405.2404,102,1416
102.00,1532.5723,105,1521.8126
110.00,1521.8126,119,1503.9658
109.00,1616.6451,119,1604.1598
119.00,1663.4506,109,1675.9359
106.00,1432.1482,127,1424.903
127.00,1525.8942,106,1533.1394
126.00,1349.7009,143,1346.2308
143.00,1554.6681,126,1558.1382
107.00,1433.8468,113,1427.9875
113.00,1604.1598,107,1610.019
125.00,1346.2308,116,1362.3538
116.00,1610.019,125,1593.8961
128.00,1424.903,112,1447.4377
112.00,1675.9359,128,1653.4011
107.00,1503.9658,114,1499.052
114.00,1533.1394,107,1538.0532
93.00,1538.0532,98,1528.1608
98.00,1334.5742,93,1344.4667
107.00,1362.3538,119,1358.3655
119.00,1499.052,107,1503.0403
122.00,1558.1382,111,1566.6965
111.00,1593.8961,122,1585.3378
104.00,1344.4667,112,1340.3816
112.00,1427.9875,104,1432.0726
124.00,1358.3655,132,1352.5342
132.00,1566.6965,124,1572.5278
114.00,1340.3816,109,1351.4832
109.00,1585.3378,114,1574.2362
132.00,1447.4377,125,1461.0837
125.00,1503.0403,132,1489.3943
113.00,1528.1608,115,1523.3982
115.00,1432.0726,113,1436.8352
122.00,1653.4011,117,1654.3656
117.00,1352.5342,122,1351.5697
113.00,1574.2362,122,1556.0872
122.00,1461.0837,113,1479.2328
152.00,1572.5278,128,1578.9445
128.00,1436.8352,152,1430.4186
127.00,1578.9445,123,1584.1876
123.00,1430.4186,127,1425.1754
95.00,1351.5697,102,1348.1339
102.00,1654.3656,95,1657.8014
122.00,1489.3943,123,1486.5773
123.00,1479.2328,122,1482.0498
97.00,1351.4832,104,1349.0939
104.00,1523.3982,97,1525.7875
114.00,1486.5773,111,1495.9718
111.00,1556.0872,114,1546.6926
116.00,1349.0939,93,1372.5247
93.00,1525.7875,116,1502.3567
102.00,1482.0498,111,1473.8026
111.00,1425.1754,102,1433.4226
121.00,1348.1339,131,1342.2634
131.00,1584.1876,121,1590.0581
111.00,1473.8026,121,1463.3762
121.00,1372.5247,111,1382.951
106.00,1546.6926,97,1551.8307
97.00,1495.9718,106,1490.8337
115.00,1657.8014,104,1664.3767
104.00,1433.4226,115,1426.8473
129.00,1590.0581,118,1592.1082
118.00,1342.2634,129,1340.2134
110.00,1382.951,109,1389.9458
109.00,1664.3767,110,1657.382
123.00,1463.3762,131,1456.2969
131.00,1426.8473,123,1433.9266
124.00,1340.2134,129,1334.6958
129.00,1502.3567,124,1507.8743
117.00,1507.8743,101,1519.1777
101.00,1551.8307,117,1540.5272
117.00,1490.8337,149,1484.1331
149.00,1657.382,117,1664.0826
116.00,1540.5272,124,1531.2263
124.00,1433.9266,116,1443.2275
132.00,1519.1777,120,1522.2639
120.00,1334.6958,132,1331.6096
163.00,1592.1082,148,1596.7444
148.00,1456.2969,163,1451.6606
109.00,1531.2263,96,1539.0736
96.00,1522.2639,109,1514.4166
130.00,1596.7444,106,1608.7871
106.00,1389.9458,130,1377.9031
96.00,1331.6096,110,1321.1184
110.00,1484.1331,96,1494.6243
110.00,1539.0736,116,1531.6952
116.00,1451.6606,110,1459.0391
121.00,1664.0826,108,1665.9117
108.00,1377.9031,121,1376.074
128.00,1494.6243,114,1508.1633
114.00,1608.7871,128,1595.248
112.00,1443.2275,89,1449.9104
89.00,1321.1184,112,1314.4355
98.00,1531.6952,112,1512.8849
112.00,1514.4166,98,1533.2269
109.00,1459.0391,114,1451.3204
114.00,1533.2269,109,1540.9456
116.00,1314.4355,111,1320.5126
111.00,1376.074,116,1369.9969
108.00,1540.9456,119,1530.3508
119.00,1451.3204,108,1461.9152
117.00,1369.9969,126,1361.585
126.00,1508.1633,117,1516.5753
105.00,1461.9152,111,1457.8383
111.00,1512.8849,105,1516.9618
125.00,1665.9117,121,1672.9336
121.00,1595.248,125,1588.2262
125.00,1672.9336,116,1677.2874
116.00,1588.2262,125,1583.8724
116.00,1516.5753,109,1518.6691
109.00,1320.5126,116,1318.4188
105.00,1449.9104,119,1444.0344
119.00,1530.3508,105,1536.2268
123.00,1583.8724,120,1586.6248
120.00,1518.6691,123,1515.9167
118.00,1536.2268,99,1543.0378
99.00,1444.0344,118,1437.2234
133.00,1515.9167,115,1529.5468
115.00,1586.6248,133,1572.9948
122.00,1543.0378,108,1548.2104
108.00,1437.2234,122,1432.0508
121.00,1572.9948,117,1576.4503
117.00,1529.5468,121,1526.0912
118.00,1576.4503,125,1569.5072
125.00,1526.0912,118,1533.0343
107.00,1432.0508,103,1438.7557
103.00,1548.2104,107,1541.5055
100.00,1438.7557,104,1432.4952
104.00,1541.5055,100,1547.766
127.00,1569.5072,131,1559.7542
131.00,1533.0343,127,1542.7874
135.00,1542.7874,132,1553.7169
132.00,1677.2874,135,1666.3578
102.00,1553.7169,125,1536.48
125.00,1666.3578,102,1683.5947
116.00,1683.5947,121,1669.46
121.00,1536.48,116,1550.6147
104.00,1547.766,112,1540.854
112.00,1516.9618,104,1523.8738
99.00,1540.854,101,1537.3856
101.00,1523.8738,99,1527.3422
110.00,1550.6147,128,1536.4235
128.00,1669.46,110,1683.6512
125.00,1537.3856,112,1545.1948
112.00,1527.3422,125,1519.533
120.00,1536.4235,125,1534.1418
125.00,1683.6512,120,1685.9329
114.00,1519.533,124,1513.3726
124.00,1545.1948,114,1551.3552
109.00,1534.1418,99,1546.5698
99.00,1685.9329,109,1673.5049
123.00,1513.3726,96,1529.2654
96.00,1551.3552,123,1535.4624
121.00,1535.4624,113,1541.3497
113.00,1529.2654,121,1523.3781
142.00,1673.5049,131,1677.4768
131.00,1546.5698,142,1542.5979
100.00,1541.3497,115,1531.644
115.00,1523.3781,100,1533.0837
114.00,1533.0837,117,1531.2438
117.00,1677.4768,114,1679.3168
113.00,1679.3168,106,1682.0321
106.00,1531.2438,113,1528.5284
119.00,1528.5284,99,1548.2559
99.00,1682.0321,119,1662.3047
105.00,1548.2559,108,1542.9508
108.00,1662.3047,105,1667.6097
126.00,1542.9508,119,1559.0465
119.00,1667.6097,126,1651.514
109.00,1559.0465,112,1553.3
112.00,1651.514,109,1657.2605
95.00,1397.4387,109,1389.6656
109.00,1619.1953,95,1626.9684
115.00,1450.6215,117,1445.7084
117.00,1546.0657,115,1550.9788
112.00,1533.1985,93,1554.6643
93.00,1524.983,112,1503.5172
92.00,1554.6643,93,1550.202
93.00,1626.9684,92,1631.4307
115.00,1389.6656,113,1395.9064
113.00,1365.0641,115,1358.8234
103.00,1469.6287,102,1474.0691
102.00,1395.9064,103,1391.4659
121.00,1550.202,97,1554.9576
97.00,1358.8234,121,1354.0677
124.00,1445.7084,121,1455.9459
121.00,1550.9788,124,1540.7412
108.00,1541.2251,117,1533.598
117.00,1503.5172,108,1511.1443
103.00,1554.9576,97,1558.4825
97.00,1474.0691,103,1470.5442
117.00,1354.0677,130,1345.1398
130.00,1533.598,117,1542.526
115.00,1391.4659,106,1396.7124
106.00,1345.1398,115,1339.8933
116.00,1455.9459,124,1446.4137
124.00,1542.526,116,1552.0582
99.00,1470.5442,95,1480.406
95.00,1511.1443,99,1501.2825
122.00,1552.0582,109,1569.4301
109.00,1558.4825,122,1541.1107
136.00,1339.8933,112,1381.5679
112.00,1540.7412,136,1499.0667
108.00,1396.7124,123,1394.0127
123.00,1631.4307,108,1634.1304
109.00,1381.5679,101,1391.2395
101.00,1499.0667,109,1489.395
102.00,1480.406,99,1485.2158
99.00,1541.1107,102,1536.3009
127.00,1501.2825,103,1510.9192
103.00,1446.4137,127,1436.777
123.00,1510.9192,112,1521.2554
112.00,1394.0127,123,1383.6765
109.00,1521.2554,103,1528.156
103.00,1391.2395,109,1384.3389
108.00,1536.3009,101,1546.2809
101.00,1485.2158,108,1475.2358
108.00,1383.6765,111,1378.203
111.00,1489.395,108,1494.8685
102.00,1436.777,108,1431.5621
108.00,1634.1304,102,1639.3452
115.00,1546.2809,107,1559.7799
107.00,1569.4301,115,1555.931
121.00,1528.156,104,1532.9915
